IID,sex,fa,mo,fid,pca1,pca2,pca3,pca4,pca5
60919,1,0,0,60,NA,NA,NA,NA,NA
60920,1,0,0,60,NA,NA,NA,NA,NA
60921,2,0,0,60,NA,NA,NA,NA,NA
99819,1,0,0,60,NA,NA,NA,NA,NA
61101,1,61913,61912,61,-0.0356,-0.0531,-0.0038,0.0168,0.0455
61201,2,61910,61911,61,-0.0316,-0.1097,-2.00E-04,0.0187,0.1088
61302,1,61101,61201,61,-0.0347,-0.0783,-0.0021,0.0188,0.0739
61303,1,61101,61201,61,-0.0301,-0.0939,0.001,0.014,0.083
61304,1,61101,61201,61,-0.0343,-0.0694,-0.0034,0.0238,0.0777
61601,1,61913,61912,61,-0.0317,-0.0408,-0.0052,0.0115,0.0382
61602,2,61913,61912,61,-0.0323,-0.0424,-0.003,0.0177,0.0355
61701,1,61601,61901,61,-0.0312,0.0067,-0.0434,-0.0405,0.0179
61702,2,61601,61901,61,-0.0373,0.0043,-0.0426,-0.0435,0.0188
61703,2,61601,61901,61,NA,NA,NA,NA,NA
61901,2,0,0,61,-0.0354,0.0455,-0.0739,-0.0923,0.0043
61902,1,61906,61904,61,-0.0334,-0.1155,0.0091,0.0192,0.083
61903,2,61906,61904,61,-0.0357,-0.096,0.0047,0.0252,0.0718
61904,2,0,0,61,-0.0252,-0.1051,0.0118,0.0398,0.0434
61905,2,61910,61911,61,-0.0344,-0.116,3.00E-04,0.0094,0.1082
61906,1,61910,61911,61,-0.0305,-0.1092,0.0024,0.0131,0.0958
61907,1,38903,38904,61,-0.0343,-0.1293,0.0256,-0.054,-0.016
61908,1,61907,61905,61,-0.0342,-0.1211,0.0131,-0.0275,0.0402
61909,2,61906,61904,61,-0.0342,-0.1143,0.0097,0.0249,0.0794
61910,1,0,0,61,NA,NA,NA,NA,NA
61911,2,0,0,61,NA,NA,NA,NA,NA
61912,2,0,0,61,NA,NA,NA,NA,NA
61913,1,0,0,61,NA,NA,NA,NA,NA
99910,1,0,0,61,NA,NA,NA,NA,NA
99911,2,0,0,61,NA,NA,NA,NA,NA
63101,2,63902,63903,63,-0.0045,0.0155,-0.0134,0.0136,-0.0057
63701,2,63904,63905,63,NA,NA,NA,NA,NA
63705,2,63904,63905,63,NA,NA,NA,NA,NA
63901,1,0,0,63,-0.0323,0.049,-0.0239,0.028,-0.0358
63902,1,0,0,63,NA,NA,NA,NA,NA
63903,2,0,0,63,NA,NA,NA,NA,NA
63904,1,63902,63903,63,NA,NA,NA,NA,NA
63905,2,0,0,63,NA,NA,NA,NA,NA
63906,2,63901,63705,63,NA,NA,NA,NA,NA
64101,2,64501,64502,64,-0.0376,0.0616,0.0607,-0.0087,5.00E-04
64501,1,64905,64904,64,-0.0364,0.045,0.0231,0.0032,-0.0159
64502,2,64907,64906,64,-0.0385,0.072,0.0845,-0.0204,0.0238
